id,repo,pr_number,convo_start_id,review_category,feed_type(llm_label),conf_score,feedback_type(human_label),comment_body,LOC,LOC_no_blank,token_init_comment,human_notes
165,dotnet/android,10411,2274121961,Human_Review_Agent,Social Communication,9.0,Social Communication,@copilot undo all changes in this file.,2.0,8,10,
166,Azure/azure-sdk,9238,2389621439,Agent_Review_Human,External Impact,8.0,External Impact,"Version downgrade from 4.74.0 to 4.71.0 for azure-cosmos is inconsistent with updating to latest published versions.
```suggestion
""azure-cosmos"",""com.azure"",""4.74.0"","""",""Cosmos DB"",""Cosmos DB"",""cosmos"","""","""",""client"",""true"","""",""09/05/2025"",""06/10/2020"",""01/06/2020"",""active"","""","""",""com.microsoft.azure/azure-cosmos"","""","""","""",""""
```",83.0,9,101,
167,primer/react,7034,2446645015,Human_Review_Human,Social Communication,8.0,Social Communication, Good catch on finding that unwanted double negative!,35.0,9,9,
168,Azure/azure-cli-extensions,9301,2430976822,Agent_Review_Human,Defects,9.0,Defects,"The return type annotation is `Union[str, None]` but the docstring says it returns `bool`. The docstring should be corrected to indicate it returns a string or None.
```suggestion
        :return: string or None
```",121.0,8,50,
169,actualbudget/actual,5518,2261420342,Agent_Review_Human,Code Improvement,9.0,Defects,"_️ Potential issue_

**Use uuid instead of Math.random() for keys**

Using `Math.random()` for keys can cause React reconciliation issues:


```diff
-              a.inputKey = '' + Math.random();
+              a.inputKey = uuid();
```


> Committable suggestion skipped: line range outside the PR's diff.

<details>
<summary> Prompt for AI Agents</summary>

```
In packages/desktop-client/src/components/rules/RuleEditor.tsx at line 1038,
replace the use of Math.random() for generating keys with a UUID generator to
ensure unique and stable keys for React reconciliation. Import a UUID library if
not already imported, and assign a UUID string to a.inputKey instead of using
Math.random().
```

</details>

<!-- fingerprinting:phantom:medusa:armadillo -->

<!-- This is an auto-generated comment by CodeRabbit -->",1038.0,9,183,
170,zephyrproject-rtos/zephyr,95714,2333300132,Human_Review_Human,Code Improvement,8.0,Code Improvement,"Should we reflect in the API name that this API defines a fixed channel?
```suggestion
#define BT_L2CAP_FIXED_CHANNEL_DEFINE(_name, _cid, _accept, _ops)                                        \
```",23.0,9,42,
171,microsoft/PowerToys,41701,2338587662,Human_Review_Human,Knowledge Transfer,9.0,Knowledge Transfer,"Given we use WinAppSDK in this project, more property need to be added.
e.g.
```xml
<WindowsAppSDKSelfContained>true</WindowsAppSDKSelfContained>
```
You can refer to this as example:
https://github.com/microsoft/PowerToys/blob/main/src/modules/powerrename/PowerRenameUILib/PowerRenameUI.vcxproj

Which I found usually the following will be added:
```xml
    <AppContainerApplication>false</AppContainerApplication>
    <AppxPackage>false</AppxPackage>
    <WindowsPackageType>None</WindowsPackageType>
    <ApplicationType>Windows Store</ApplicationType>
    <ApplicationTypeRevision>10.0</ApplicationTypeRevision>
<WindowsAppSDKSelfContained>true</WindowsAppSDKSelfContained>
    <EnablePreviewMsixTooling>true</EnablePreviewMsixTooling>
```",6.0,9,180,
172,flutter/packages,9775,2263285676,Agent_Review_Human,External Impact,9.0,External Impact,"![high](https://www.gstatic.com/codereviewagent/high-priority.svg)

This `dependency_overrides` section is intended for local testing and should be removed before this pull request is merged, as noted in the comment on line 37. Leaving it in can cause dependency conflicts for consumers of the package.",7.0,6,64,
173,OneKeyHQ/app-monorepo,8495,2380117294,Agent_Review_Human,Defects,9.0,Defects,"_️ Potential issue_ | _ Critical_

<details>
<summary> Analysis chain</summary>

**Unconditional event init may break MAS builds; reintroduce gating or guard.**

`electron-updater` doesnt support MAS. Initializing events on MAS can crash or log errors. Gate by `process.mas` or wrap in a guard.



Apply one of these:

Option A (gate):
```diff
-    this.initAppAutoUpdateEvents();
-    this.initBundleAutoUpdateEvents();
+    const isMas = Boolean(process.mas);
+    if (!isMas) {
+      this.initAppAutoUpdateEvents();
+      this.initBundleAutoUpdateEvents();
+    } else {
+      logger.info('auto-updater', 'Skip auto-updater init on MAS');
+    }
```

Option B (try/catch as a safety net):
```diff
-    this.initAppAutoUpdateEvents();
-    this.initBundleAutoUpdateEvents();
+    try {
+      this.initAppAutoUpdateEvents();
+      this.initBundleAutoUpdateEvents();
+    } catch (e) {
+      logger.warn('auto-updater', 'Init events failed/skipped', e);
+    }
```

You can quickly scan for MAS packaging usage:

---

 Script executed:

```shell
#!/bin/bash
rg -n -C2 'process\.mas|isMas'
```

Length of output: 11833

---



</details>

**Guard auto-update init on MAS**  
electron-updater isnt supported on macOS App Store and will crash or log errors. Wrap the init calls in a `if (!process.mas)` block:

```diff
-    this.initAppAutoUpdateEvents();
-    this.initBundleAutoUpdateEvents();
+    if (!process.mas) {
+      this.initAppAutoUpdateEvents();
+      this.initBundleAutoUpdateEvents();
+    }
```

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
    if (!process.mas) {
      this.initAppAutoUpdateEvents();
      this.initBundleAutoUpdateEvents();
    }
    if (isDev) {
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In packages/kit-bg/src/desktopApis/DesktopApiAppUpdate.ts around lines 102 to
104, guard the auto-update initialization so it does not run under macOS App
Store builds: wrap the two calls to this.initAppAutoUpdateEvents() and
this.initBundleAutoUpdateEvents() in an if (!process.mas) check (so they only
run when not running in MAS), preserving the surrounding isDev branch and
existing logic.
```

</details>

<!-- fingerprinting:phantom:medusa:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->",10.0,11,638,
174,camunda/camunda,35632,2247779958,Human_Review_Agent,Understanding,8.0,Understanding," I didn't compare, but I assume `DefaultMembershipService` is largely extracted from this functionality, so don't need to do a thorough check on correctness.",1.0,7,32,
175,flutter/packages,10274,2452337284,Human_Review_Human,Misc,7.0,Misc,?,5.0,9,1,
176,StarRocks/starrocks,65157,2508129189,Human_Review_Human,Social Communication,8.0,Social Communication,"Hey man, this is not a only UT, this change the code.
You'd better to change a PR title",18.0,23,23,
177,tinymce/tinymce,10528,2333471822,Human_Review_Human,Testing,9.0,Testing,Could we add some test for this change. It makes sense that we shouldn't boolean attributes on custom elements but we should cover that.,6.0,9,27,
178,scalableminds/webknossos,8614,2116034666,Human_Review_Human,Understanding,9.0,Understanding,what is the difference between these two?,6.0,10,8,
179,shopsys/shopsys,3908,2088755347,Human_Review_Human,External Impact,8.0,Knowledge Transfer,"some storefront upgrade steps seems necessary too, according to changes in project-base/storefront/styles/user-text.css",3.0,3,20,
180,prestodb/presto,26208,2399010362,Human_Review_Human,Knowledge Transfer,9.0,Knowledge Transfer,"```suggestion
* Improve native execution of sidecar query analysis by enabling Presto built-in functions. `#25135 <https://github.com/prestodb/presto/pull/25135>`_
* Update coordinator behaviour to validate sidecar function signatures against plugin loaded function signatures at startup. `#25919 <https://github.com/prestodb/presto/pull/25919>`_
```",63.0,9,82,
181,RediSearch/RediSearch,6979,2404711256,Human_Review_Human,No feedback,,No feedback, ,5.0,9,1,
182,OneKeyHQ/app-monorepo,8672,2428635807,Agent_Review_Human,External Impact,9.0,Defects,"_️ Potential issue_ | _ Critical_

<details>
<summary> Verification inconclusive</summary>

**Import source change looks good.**

The migration from `tamagui` to `@tamagui/web` aligns with the PR objective. The `withStaticProperties` utility is correctly imported from the scoped package.




Verify that `@tamagui/web` is declared as a dependency:

---

 Script executed:

```shell
#!/bin/bash
# Check if @tamagui/web is declared in package.json dependencies

# Find all package.json files and check for @tamagui/web
fd -t f '^package\.json$' -x sh -c '
  if jq -e "".dependencies[\""@tamagui/web\""] // .devDependencies[\""@tamagui/web\""]"" ""$1"" > /dev/null 2>&1; then
    echo ""Found in: $1""
    jq "".dependencies[\""@tamagui/web\""] // .devDependencies[\""@tamagui/web\""]"" ""$1""
  fi
' sh {}
```

Length of output: 0

---



</details>

**Import update is correct.** The change aligns with PR objectives and `withStaticProperties` is exported by `@tamagui/web`. Add `@tamagui/web` to the `dependencies` of `packages/components/package.json` to prevent missing-module errors at runtime.

<details>
<summary> Prompt for AI Agents</summary>

```
In packages/components/src/hocs/Portal/index.tsx around line 6 the import was
changed to use withStaticProperties from '@tamagui/web', but
packages/components/package.json has not been updated to list '@tamagui/web' as
a dependency; add ""@tamagui/web"" to the ""dependencies"" of
packages/components/package.json with an appropriate version (matching your
monorepo or the version used elsewhere), then run your package manager install
(yarn/pnpm/npm) and update lockfiles so runtime missing-module errors are
resolved.
```

</details>

<!-- This is an auto-generated comment by CodeRabbit -->",4.0,8,444,
183,dotnet/winforms,13524,2110550940,Human_Review_Human,Testing,9.0,Testing,"`DataGridViewLinkCell.LinkVisited`'s code path has system calls, so this test method's annotation should have the WinForms prefix.

`DataGridViewLinkCell.LinkVisited`is used in other test methods that also need to be addressed.",170.0,9,48,
184,Azure/azure-sdk-for-net,50265,2110574779,Human_Review_Human,Misc,7.0,Misc,"```suggestion
```",4.0,8,5,
185,dotnet/roslyn,80495,2408801259,Human_Review_Human,Testing,9.0,Testing,"Consider also testing `name: ""test"", values: 1, 2, 3`.",647.0,9,20,
186,redpanda-data/redpanda,27988,2417885814,Human_Review_Human,No feedback,,No feedback,   ,5.0,9,1,
187,opf/openproject,20206,2344050880,Human_Review_Human,No feedback,,No feedback, ,10.0,9,1,
188,oven-sh/bun,22488,2329384334,Human_Review_Human,Social Communication,8.0,Misc,ditto,17.0,9,2,
189,DataDog/datadog-agent,39600,2258134512,Human_Review_Human,Misc,7.0,Misc,"```suggestion
```",82.0,10,5,
190,ray-project/ray,54787,2219920099,Human_Review_Human,Understanding,8.0,Understanding,"Can you add more details in the PR description to summarize the problem that the current code faces, and why the proposed change fixes it? ",1.0,7,28,
191,flutter/packages,9930,2317511680,Human_Review_Human,Social Communication,8.0,Social Communication,Yay!,4.0,8,3,
192,ssvlabs/ssv,2468,2306965090,Human_Review_Human,Understanding,8.0,Understanding,"Bumping this value `10s`->`15s` just to be on the safe side, since now it applies to every request `ExecutionClient` makes,

@nkryuchkov @kchojn I think you guys would know better if universal default value of `15s` here makes sense ... or if maybe some specific calls require more/less time ?",5.0,8,75,
193,prestodb/presto,25689,2330432128,Agent_Review_Human,Testing,9.0,Testing,"**suggestion (testing):** Consider adding a test for bypass rules with multiple criteria.

Please add a test case with multiple bypass rules (e.g., DDL and CONTROL) to ensure queries matching any rule are properly bypassed.",43.0,9,47,
194,home-assistant/home-assistant.io,39268,2111635830,Human_Review_Human,Knowledge Transfer,9.0,Knowledge Transfer,"```suggestion
The Portainer API provides a way to manage Docker containers, images, networks, and volumes. It allows you to interact programmatically with your Docker host or Swarm cluster.

```",20.0,8,39,
195,RocketChat/Rocket.Chat,37253,2440073112,Agent_Review_Human,Code Improvement,9.0,Code Improvement,"_️ Refactor suggestion_ | _ Major_

**Prefer semantic locators over attribute selectors.**

The code uses `locator('[name=""modal_input""]')`, which violates the guideline to avoid `page.locator()` and prefer semantic locators. Consider using `getByRole('textbox')` with an accessible name or `getByLabel()` if a label exists. As per coding guidelines.

<details>
<summary> Prompt for AI Agents</summary>

```
In apps/meteor/tests/e2e/page-objects/fragments/apps-modal.ts around lines 12 to
14, the current getter uses a fragile attribute selector
this.root.locator('[name=""modal_input""]'); replace it with a semantic Playwright
locator such as this.root.getByRole('textbox', { name: 'Accessible label text'
}) or this.root.getByLabel('Label text') depending on whether the input has an
associated label; update the test fixture to use the actual accessible
name/label and remove the attribute selector so the locator follows the
project's accessibility-first guidelines.
```

</details>

<!-- This is an auto-generated comment by CodeRabbit -->",14.0,10,235,
196,umbraco/Umbraco-CMS,20397,2409966777,Human_Review_Human,Code Improvement,9.0,Defects,"This is a lot of business logic for a repository. This should be in the service instead, especially since I don't see what we gain from this being in the repository. So we'd 

So in the service, we should instead
1. Fetch all jobs from the repository
2. Then find the runnable job
3. Then return null if there is none
4. If there is one, then update the database through the service

Otherwise, what constitutes a ""runnable job"" is determined by the repository,y which should only concern itself with getting and storing data IMO. 

The logic itself is sound though :smile: ",32.0,18,130,
197,prestodb/presto,25480,2392094231,Human_Review_Human,Social Communication,8.0,Social Communication,@mohsaka : Joe moved around these files in https://github.com/prestodb/presto/pull/26177. Can you rebase your code and test ?,4.0,9,35,
198,ray-project/ray,55663,2310871764,Human_Review_Human,Misc,8.0,Misc,"```suggestion
```",25.0,9,5,
199,duneanalytics/spellbook,8809,2433789232,Human_Review_Human,Misc,7.0,Misc,"```suggestion
```",34.0,9,5,
200,volcano-sh/volcano,4656,2454838254,Human_Review_Human,External Impact,9.0,External Impact,"You should not copy the same files in mind cluster, it contain lots of `Huawei Technologies` copyright header files, as a CNCF project, we should not contains these companies copyright header. Instead, you should import these files, take common as an example, mind cluster has such depedency: `https://pkg.go.dev/gitcode.com/ascend/mind-cluster/component/ascend-for-volcano/common`",1.0,7,86,
201,dotnet/AspNetCore.Docs,36022,2350424533,Human_Review_Human,Misc,8.0,Misc,"````suggestion
````",781.0,14,7,
202,woocommerce/woocommerce,60552,2300664471,Human_Review_Human,Understanding,8.0,Understanding,Can we use `store` imported above?,89.0,9,9,
203,dotCMS/core,32667,2210617494,Human_Review_Human,No feedback,,No feedback,,5.0,9,0,
204,Homebrew/homebrew-core,246477,2394919846,Human_Review_Human,External Impact,8.0,External Impact,"Eigen installs multiple license files so may need to confirm exact license.
```console
 ls COPYING*
COPYING.APACHE  COPYING.BSD  COPYING.MINPACK  COPYING.MPL2  COPYING.README
```",9.0,9,42,
205,ray-project/ray,54991,2241682300,Human_Review_Human,Understanding,8.0,Understanding,"Wondering will the cardinality_level be static? If yes, wondering if we should make the labels also static and only call to get the labels once?",10.0,8,31,
206,dotnet/runtime,115583,2112749933,Human_Review_Human,Understanding,8.0,Defects,There's no way to express `Task<HttpResponseMessage>` and its `Result` via UnsafeAccessorType?,21.0,8,21,
207,Azure/azure-sdk-tools,12071,2399925019,Human_Review_Human,Social Communication,8.0,Social Communication,"```suggestion
- Link SDK pull requests to release plan
```",83.0,8,14,
208,youtube/cobalt,6033,2136623270,Agent_Review_Human,Understanding,9.0,Understanding,"![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)

In the `ReverseWrapperHandler`, the `ucontext` argument (the third argument to `sa_sigaction`) is passed as `nullptr` when calling the original MUSL handler: `musl_handler(signum, &musl_si, nullptr);`.

While many signal handlers don't utilize the `ucontext_t` argument, POSIX specifies that the system allocates and provides this structure. If a MUSL application running on Starboard relies on a valid `ucontext_t` (e.g., for inspecting or modifying the execution context at the time of signal delivery), passing `nullptr` could lead to incorrect behavior or crashes.

Could you clarify if this is a known limitation or if MUSL applications targeted by Starboard are not expected to use the `ucontext_t` from `sa_sigaction`? If it might be used, would it be feasible to pass through the platform's `context` (the third argument to `ReverseWrapperHandler`) after appropriate translation, or is that considered out of scope or too complex for ABI stability?",203.0,8,233,
209,dotnet/AspNetCore.Docs,35786,2224111129,Human_Review_Human,Knowledge Transfer,8.0,Code Improvement,"Could we make Blazor Web App a link to an article that explains the differences between Blazor, RP, and MVC.
",17.0,8,25,
210,lablup/backend.ai,4463,2101478694,Human_Review_Human,No feedback,,No feedback, ,12.0,13,1,
211,ray-project/ray,55724,2283794644,Human_Review_Human,Knowledge Transfer,9.0,Knowledge Transfer,Instead of using threads here we can use coroutines by enabling `async=True` within the `S3FileSystem` https://s3fs.readthedocs.io/en/latest/  and then you can just await the coroutines concurrently instead of spinning up threads,128.0,21,51,
212,projectcalico/calico,10857,2292221734,Human_Review_Human,Knowledge Transfer,8.0,Knowledge Transfer,"Worth also calling the utility to direct log output to logrus:

https://github.com/projectcalico/calico/blob/ceb00cfeb917e81dd563fada75a48e0fb5cb813d/goldmane/pkg/storage/diachronic_flow_test.go#L33",110.0,9,62,
213,neondatabase/website,3832,2362957500,Human_Review_Human,Misc,8.0,Misc,"```suggestion
```",276.0,12,5,
214,zenml-io/zenml,3795,2179186270,Human_Review_Human,Misc,7.0,Code Improvement,"```suggestion
```",16.0,8,5,
215,scalar-labs/scalardb,2736,2128010611,Human_Review_Human,Understanding,8.0,Code Improvement,"Maybe `exporting` is necessary? (CC: @ypeckstadt, @josh-wong)
```suggestion
                description = 'A tool for exporting data from and importing data into ScalarDB'
```",18.0,9,44,
216,Agoric/agoric-sdk,11946,2357499246,Human_Review_Agent,Code Improvement,8.0,Code Improvement,"I think ` t.truthy(result2)` is more expressive than `t.true(result2 !== undefined)`, no?",15.0,9,24,
217,NVIDIA/spark-rapids,13429,2359363312,Human_Review_Human,Misc,3.0,Misc,2024-2025,3.0,8,5,
218,pnpm/pnpm,10059,2422579314,Human_Review_Human,External Impact,8.0,External Impact,"CI tests failed due to store sharing issues between projects using different `testDefaults()` configs.
See: https://github.com/pnpm/pnpm/actions/runs/18424090647/job/52502860033
",11.0,12,43,
219,dotnet/aspnetcore,61854,2082517373,Human_Review_Human,Understanding,8.0,Understanding,"Any concerns with the internally created `ValidationContext` ""leaking"" outside of the validate call?",27.0,8,20,
220,opf/openproject,20045,2318595016,Human_Review_Human,No feedback,,No feedback, ,5.0,9,1,
221,unoplatform/uno,21462,2340901972,Agent_Review_Human,Code Improvement,9.0,Code Improvement,"Using `default` for the old precedence parameter is unclear and could be confusing. Consider using `DependencyPropertyValuePrecedences.None` or a more explicit value to indicate there is no previous style precedence.
```suggestion
			OnStyleChanged(null, DependencyPropertyValuePrecedences.None, style, DependencyPropertyValuePrecedences.ImplicitStyle);
```",5.0,9,69,
222,Azure/azure-sdk-tools,11459,2252865779,Human_Review_Human,External Impact,8.0,External Impact,The PR description mentions this being moved into a service? Would be nice to avoid dependencies on the openai packages in this class for testing/coupling purposes.,8.0,9,32,
223,Azure/azure-sdk-tools,11432,2270159128,Human_Review_Agent,Understanding,9.0,Understanding,where is this used? what's teh significance of this if all ops are based on pacakge root path which detects teh language.,39.0,4,27,
224,redpanda-data/redpanda,28084,2441492436,Human_Review_Human,No feedback,,No feedback, ,7.0,10,1,
225,ava-labs/avalanchego,4147,2270747785,Human_Review_Human,Testing,8.0,Defects,It feels like this should be a part of the aforementioned `NewTx` test,173.0,29,16,
226,ava-labs/avalanchego,4159,2278745386,Human_Review_Human,Testing,9.0,Testing,can we please add a test for the exponential backoff? ,18.0,9,13,
227,ray-project/ray,55500,2277523032,Human_Review_Human,External Impact,8.0,External Impact,upgrading uv to the latest version to match current ci,3.0,9,11,
228,apache/sedona,2418,2449947476,Agent_Review_Human,Defects,9.0,Code Improvement,"The code is appending polygon data to the 'icegeometries' table instead of the 'icepolygons' table. This should use 'some_catalog.matt.icepolygons' as the target table.
```suggestion
df.write.format(""iceberg"").mode(""append"").saveAsTable(""some_catalog.matt.icepolygons"")
```",344.0,8,72,
229,mondaycom/vibe,3095,2366018526,Human_Review_Human,Understanding,7.0,Understanding,Missing?,114.0,2,2,
230,ant-design/ant-design,54714,2289747628,Human_Review_Human,Code Improvement,8.0,Code Improvement,看起来这两个 if 可以合并，只要 mask && typeof object && !isValid 就是配置,13.0,9,26,
231,dotnetcore/BootstrapBlazor,6810,2393646917,Agent_Review_Human,Defects,9.0,Defects,"The placeholder syntax uses double curly braces {{0}} instead of single curly braces {0}. This will prevent proper value substitution in the error message.
```suggestion
    ""ErrorMessage"": ""Per favore inserisci un valore minore o uguale a {0}""
```",175.0,9,56,
232,Azure/azure-sdk-for-rust,2603,2087648842,Human_Review_Human,Testing,8.0,Testing,"We're definitely going to need this for testing. You might consider commenting it out, or maybe we just add it back in once we start implementing more mock tests or whatever.",10.0,14,35,
233,ydb-platform/ydb,18925,2111172075,Human_Review_Human,External Impact,8.0,External Impact,"А вот это мне очень не нравится. Обработчики сигналов есть в YDB CLI, библиотека приедет в ydb_int, не исключено, что и в ydbd может попасть, везде они свои есть. Свои обработчики могут сломать что-то важное в приложениях, например сбор корок.",7.0,10,108,
234,lablup/backend.ai,4677,2149016581,Human_Review_Human,No feedback,,No feedback, ,32.0,28,1,
235,dotnet/roslyn,80939,2502536178,Human_Review_Agent,Testing,8.0,Testing,Consider adding VerifyDiagnostics to the corlibRef lines too,146.0,8,12,
236,DataDog/datadog-agent,41546,2415558510,Human_Review_Human,Knowledge Transfer,8.0,Knowledge Transfer,"usually speaking, for loops are ""not supported"" in old kernels, you need to use pragma unroll to let the compiler correctly build the bytecode",5.0,8,29,
237,Altinn/altinn-studio,15708,2164009335,Human_Review_Human,Misc,7.0,Misc,"```suggestion
```",13.0,9,5,
238,department-of-veterans-affairs/vets-api,24443,2402469610,Human_Review_Human,Social Communication,8.0,Social Communication,"I like this - it would be duplicate documentation if we keep mine as well. That can become confusing to future devs looking for this information.

So we can do this async (feel free to DM me on Slack): may I ask for your feedback on the guide you originally followed? Things that were helpful vs not and your thoughts on the location of the document, etc.",1.0,7,74,
239,ray-project/ray,57576,2415197559,Agent_Review_Human,Defects,9.0,Defects,"![critical](https://www.gstatic.com/codereviewagent/critical.svg)

The method `get_custom_byod_image()` is being called, but it does not seem to be defined on the `Test` object. The original method was `get_anyscale_byod_image()`, which is defined in `ray_release/test.py`.

This change will likely cause an `AttributeError` at runtime. If this was a typo, please revert to using `get_anyscale_byod_image()`.

```suggestion
            image=self.test.get_anyscale_byod_image(),
```",5.0,8,116,
240,ls1intum/Artemis,11106,2375154040,Human_Review_Human,Understanding,8.0,Understanding,shouldn't this be EnfoceAtLeastInstructorInLecture/LectureUnit,65.0,9,18,
241,spree/spree,13063,2313839456,Agent_Review_Human,Defects,9.0,Defects,"_️ Refactor suggestion_

_️ Potential issue_

**Guard against non-persisted records; current branch can raise on invalid emails.**

With `first_or_create`, validations may fail and return an unsaved record. `previous_changes.blank?` will be true and `regenerate_verification_token` on a non-persisted record can raise. Also prefer an explicit newly created? check.



```diff
-          elsif subscriber.previous_changes.blank?
-            # non verified subscriber already existed
-            subscriber.regenerate_verification_token
+          elsif subscriber.persisted? && !subscriber.verified? && !subscriber.saved_change_to_id?
+            # non-verified subscriber already existed
+            subscriber.regenerate_verification_token
```

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
          elsif subscriber.persisted? && !subscriber.verified? && !subscriber.saved_change_to_id?
            # non-verified subscriber already existed
            subscriber.regenerate_verification_token
          end
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In core/app/services/spree/newsletter/subscribe.rb around lines 1821, guard
against operating on an unsaved subscriber returned by first_or_create: replace
the current elsif branch with a check that the record is persisted and not a
newly created record before calling regenerate_verification_token (e.g. use
subscriber.persisted? and an explicit newly created? check such as
saved_change_to_id?/previously_new_record? to decide creation vs existing); only
call regenerate_verification_token when subscriber.persisted? and it was not
just created.
```

</details>

<!-- fingerprinting:phantom:medusa:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->",21.0,12,430,
242,pingcap/tidb,62693,2255832368,Human_Review_Human,Social Communication,7.0,Misc,;-),28.0,9,2,
243,questdb/questdb,6008,2395721476,Agent_Review_Human,Defects,9.0,Defects,"_️ Potential issue_ | _ Critical_

**Add missing break for RAW_ARRAY_ENCODING**

`RAW_ARRAY_ENCODING` currently falls through into `STATISTICS_ENABLED`, forcing a second boolean parse and breaking the option. Add the missing `break`.


```diff
                 case CopyModel.COPY_OPTION_RAW_ARRAY_ENCODING:
                     model.setRawArrayEncoding(expectBoolean(lexer));
+                    break;
                 case CopyModel.COPY_OPTION_STATISTICS_ENABLED:
                     model.setStatisticsEnabled(expectBoolean(lexer));
                     break;
```

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
                         case CopyModel.COPY_OPTION_RAW_ARRAY_ENCODING:
                             model.setRawArrayEncoding(expectBoolean(lexer));
                            break;
                         case CopyModel.COPY_OPTION_STATISTICS_ENABLED:
                             model.setStatisticsEnabled(expectBoolean(lexer));
                             break;
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In core/src/main/java/io/questdb/griffin/SqlParser.java around lines 935 to 938,
the switch case for CopyModel.COPY_OPTION_RAW_ARRAY_ENCODING is missing a break
and therefore falls through into COPY_OPTION_STATISTICS_ENABLED causing a second
boolean to be parsed; add a break immediately after
model.setRawArrayEncoding(expectBoolean(lexer)); so the RAW_ARRAY_ENCODING case
terminates normally and does not execute the STATISTICS_ENABLED case.
```

</details>

<!-- fingerprinting:phantom:medusa:sabertoothed -->

<!-- This is an auto-generated comment by CodeRabbit -->

 Addressed in commits ff18a8f to 51a6039",61.0,12,391,
244,Automattic/wp-calypso,103270,2083619225,Human_Review_Human,No feedback,,No feedback, ,14.0,8,1,
245,duneanalytics/spellbook,8923,2488264227,Human_Review_Human,Misc,7.0,Misc,"```suggestion
```",69.0,9,5,
246,OneKeyHQ/app-monorepo,7374,2101494494,Agent_Review_Human,Defects,9.0,Defects,"_️ Potential issue_

**Unsafe cast of possibly `undefined` token**

`tokenInfo` is optional, yet you cast `tokenInfo?.token` to `IToken` unconditionally.  
If `tokenInfo` is `undefined`, `TradeOrBuy` receives `undefined as IToken`, leading to runtime errors when the component dereferences token fields.

Guard the render or pass `null` explicitly:

```diff
-<TradeOrBuy token={tokenInfo?.token as IToken} ... />
+{tokenInfo?.token ? (
+  <TradeOrBuy token={tokenInfo.token} {...otherProps} />
+) : null}
```



> Committable suggestion skipped: line range outside the PR's diff.

<details>
<summary> Prompt for AI Agents</summary>

```
In packages/kit/src/views/Staking/components/UniversalStake/index.tsx around
lines 726 to 731, the code unsafely casts tokenInfo?.token to IToken without
checking if tokenInfo is defined, which can cause runtime errors. Fix this by
adding a conditional render to only render TradeOrBuy if tokenInfo and
tokenInfo.token exist, or alternatively pass null explicitly instead of
undefined to the token prop to avoid unsafe casting.
```

</details>

<!-- This is an auto-generated comment by CodeRabbit -->",8.0,14,276,
247,spiceai/spiceai,7585,2453220007,Human_Review_Human,Knowledge Transfer,8.0,Knowledge Transfer,"The scheduler state exposes things like the executor fleet size, which may be useful in making better execution plans during the planning stage.",14.0,9,25,
248,dotnet/AspNetCore.Docs,35955,2280953211,Human_Review_Human,Code Improvement,8.0,Code Improvement,"```suggestion
- When a Markdown (.md) article file (this does not apply to includes) is deleted in a PR, create a redirection entry.
```",5.0,8,33,
249,Azure/azure-powershell,28703,2434228235,Agent_Review_Human,Code Improvement,9.0,Code Improvement,"Corrected spelling of 'Fullfil' to 'Fulfill'.
```suggestion
            ""description"": ""Fulfill examples for empty example files under '{workingDirectory}/examples' directory."",
```",53.0,9,39,
250,openhab/openhab-addons,18301,2182604273,Human_Review_Human,Code Improvement,8.0,Code Improvement,"```suggestion
            if (task != null) {
                task.cancel(true);
```",66.0,10,18,
251,prestodb/presto,25480,2183394585,Human_Review_Human,Knowledge Transfer,8.0,Knowledge Transfer,Don't follow this comment... registerPrestoFunction is available if you include the necessary header in this file.,42.0,8,23,
252,zenml-io/zenml,3666,2088224986,Human_Review_Human,Knowledge Transfer,9.0,Knowledge Transfer,"```suggestion
The MLflow Model Deployer is not meant for deploying models in development settings, for production model deployment we recommend tools like [BentoML](./bentoml.md) or [Seldon](./seldon.md).
```",5.0,8,51,
253,Azure/azure-sdk-tools,12722,2488219420,Human_Review_Agent,Testing,9.0,Testing,"similar to the test improvements we made recently, should we copy this into a temp directory that we clean up at the end of the test, so we're not re-writing the example file we're checking in?",10.0,12,42,
254,Azure/azure-sdk-for-java,46945,2425132530,Human_Review_Human,Social Communication,8.0,Misc,revert these too,59.0,45,4,
